"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"85+ years"	"85+"	1543	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"65-74 years"	"65-74"	1177	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"75-84 years"	"75-84"	1459	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"85+ years"	"85+"	1660	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"65-74 years"	"65-74"	1042	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"75-84 years"	"75-84"	1333	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"85+ years"	"85+"	1555	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	"65-74 years"	"65-74"	1095	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	"75-84 years"	"75-84"	1289	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	"85+ years"	"85+"	1416	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"65-74 years"	"65-74"	1090	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"75-84 years"	"75-84"	1168	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"85+ years"	"85+"	1370	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"65-74 years"	"65-74"	1019	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"75-84 years"	"75-84"	1148	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"85+ years"	"85+"	1291	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"65-74 years"	"65-74"	1066	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"75-84 years"	"75-84"	1221	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"85+ years"	"85+"	1353	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"65-74 years"	"65-74"	1064	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"75-84 years"	"75-84"	1240	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"85+ years"	"85+"	1354	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"65-74 years"	"65-74"	1104	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"75-84 years"	"75-84"	1306	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"85+ years"	"85+"	1423	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"65-74 years"	"65-74"	1120	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"75-84 years"	"75-84"	1342	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"85+ years"	"85+"	1469	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"65-74 years"	"65-74"	1252	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"75-84 years"	"75-84"	1442	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"85+ years"	"85+"	1674	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"65-74 years"	"65-74"	1302	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"75-84 years"	"75-84"	1568	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"85+ years"	"85+"	1832	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"65-74 years"	"65-74"	1153	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"75-84 years"	"75-84"	1364	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"85+ years"	"85+"	1595	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"65-74 years"	"65-74"	1185	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"75-84 years"	"75-84"	1430	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"85+ years"	"85+"	1636	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"65-74 years"	"65-74"	1131	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"75-84 years"	"75-84"	1370	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"85+ years"	"85+"	1520	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"May, 2018"	"2018/05"	"65-74 years"	"65-74"	1181	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"May, 2018"	"2018/05"	"75-84 years"	"75-84"	1220	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"May, 2018"	"2018/05"	"85+ years"	"85+"	1343	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"65-74 years"	"65-74"	1056	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"75-84 years"	"75-84"	1179	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"85+ years"	"85+"	1430	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"65-74 years"	"65-74"	1056	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"75-84 years"	"75-84"	1244	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"85+ years"	"85+"	1370	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"65-74 years"	"65-74"	1065	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"75-84 years"	"75-84"	1304	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"85+ years"	"85+"	1411	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"65-74 years"	"65-74"	1066	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"75-84 years"	"75-84"	1203	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"85+ years"	"85+"	1329	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"65-74 years"	"65-74"	1170	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"75-84 years"	"75-84"	1442	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"85+ years"	"85+"	1456	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"65-74 years"	"65-74"	1146	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"75-84 years"	"75-84"	1274	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"85+ years"	"85+"	1475	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"65-74 years"	"65-74"	1258	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"75-84 years"	"75-84"	1442	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"85+ years"	"85+"	1625	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"65-74 years"	"65-74"	1268	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"75-84 years"	"75-84"	1495	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"85+ years"	"85+"	1618	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"65-74 years"	"65-74"	1189	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"75-84 years"	"75-84"	1335	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"85+ years"	"85+"	1406	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"65-74 years"	"65-74"	1175	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"75-84 years"	"75-84"	1447	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"85+ years"	"85+"	1663	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"65-74 years"	"65-74"	1111	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"75-84 years"	"75-84"	1351	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"85+ years"	"85+"	1439	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	"65-74 years"	"65-74"	1175	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	"75-84 years"	"75-84"	1409	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	"85+ years"	"85+"	1407	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"65-74 years"	"65-74"	1055	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"75-84 years"	"75-84"	1310	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"85+ years"	"85+"	1317	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"65-74 years"	"65-74"	1097	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"75-84 years"	"75-84"	1277	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"85+ years"	"85+"	1363	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"65-74 years"	"65-74"	1100	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"75-84 years"	"75-84"	1253	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"85+ years"	"85+"	1379	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"65-74 years"	"65-74"	1038	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"75-84 years"	"75-84"	1286	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"85+ years"	"85+"	1330	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"65-74 years"	"65-74"	1138	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"75-84 years"	"75-84"	1446	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"85+ years"	"85+"	1467	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"65-74 years"	"65-74"	1205	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"75-84 years"	"75-84"	1412	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"85+ years"	"85+"	1482	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"65-74 years"	"65-74"	1255	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"75-84 years"	"75-84"	1474	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"85+ years"	"85+"	1689	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"65-74 years"	"65-74"	72	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"75-84 years"	"75-84"	119	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"85+ years"	"85+"	271	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"75-84 years"	"75-84"	99	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"85+ years"	"85+"	263	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"65-74 years"	"65-74"	62	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"75-84 years"	"75-84"	115	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"85+ years"	"85+"	268	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"65-74 years"	"65-74"	49	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"75-84 years"	"75-84"	97	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"85+ years"	"85+"	254	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"May, 2015"	"2015/05"	"65-74 years"	"65-74"	51	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"May, 2015"	"2015/05"	"75-84 years"	"75-84"	85	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"May, 2015"	"2015/05"	"85+ years"	"85+"	201	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"75-84 years"	"75-84"	81	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"85+ years"	"85+"	176	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"65-74 years"	"65-74"	69	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"75-84 years"	"75-84"	81	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"85+ years"	"85+"	214	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"65-74 years"	"65-74"	50	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"75-84 years"	"75-84"	91	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"85+ years"	"85+"	164	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"65-74 years"	"65-74"	75	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"75-84 years"	"75-84"	69	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"85+ years"	"85+"	213	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"65-74 years"	"65-74"	54	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"75-84 years"	"75-84"	92	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"85+ years"	"85+"	230	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"65-74 years"	"65-74"	51	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"75-84 years"	"75-84"	85	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"85+ years"	"85+"	203	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"65-74 years"	"65-74"	47	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"75-84 years"	"75-84"	90	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"85+ years"	"85+"	196	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"65-74 years"	"65-74"	52	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	102	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"85+ years"	"85+"	217	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"65-74 years"	"65-74"	54	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"75-84 years"	"75-84"	77	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"85+ years"	"85+"	248	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"65-74 years"	"65-74"	54	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"75-84 years"	"75-84"	95	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"85+ years"	"85+"	220	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"65-74 years"	"65-74"	52	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"75-84 years"	"75-84"	95	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"85+ years"	"85+"	214	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	"75-84 years"	"75-84"	92	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	"85+ years"	"85+"	182	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"65-74 years"	"65-74"	49	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"75-84 years"	"75-84"	87	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"85+ years"	"85+"	166	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"75-84 years"	"75-84"	88	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"85+ years"	"85+"	185	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"65-74 years"	"65-74"	53	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"75-84 years"	"75-84"	85	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"85+ years"	"85+"	190	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"65-74 years"	"65-74"	53	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"75-84 years"	"75-84"	81	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"85+ years"	"85+"	195	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"75-84 years"	"75-84"	95	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	224	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"65-74 years"	"65-74"	48	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"75-84 years"	"75-84"	90	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"85+ years"	"85+"	209	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"65-74 years"	"65-74"	68	Not Applicable	Not Applicable
